Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year
Species,60054449,113354449,NA,35000000,Jul 07 1995,R,NA,MGM,Original Screenplay,Action,Science Fiction,Roger Donaldson,39,5.6,21917,1995
Spaced Invaders,15000000,15000000,NA,3000000,Apr 27 1990,(Missing),NA,Walt Disney Pictures,Original Screenplay,Comedy,Science Fiction,Patrick Read Johnson,9,4.8,1464,1990
Spellbound,7000000,7000000,NA,1500000,Dec 31 1944,G,NA,ThinkFilm,NA,(Missing),NA,Alfred Hitchcock,87,7.7,14665,1944
Splash,62599495,62599495,NA,8000000,Mar 09 1984,(Missing),NA,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Ron Howard,91,6.2,21732,1984
Superman III,59950623,59950623,NA,39000000,Jun 17 1983,(Missing),NA,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,NA,23,4.7,18070,1983
Sparkler,5494,5494,NA,1000000,Mar 19 1999,R,NA,Strand,NA,(Missing),NA,NA,17,5.5,320,1999
Superman,134218018,300200000,NA,55000000,Dec 15 1978,PG,NA,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,94,4.9,129,1978
The Specialist,57362581,57362581,NA,45000000,Oct 07 1994,R,NA,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,NA,4,4.9,18749,1994
Smilla's Sense of Snow,2221994,2221994,NA,35000000,Feb 28 1997,R,NA,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Bille August,53,6.1,7280,1997
Assassins,30306268,83306268,NA,50000000,Oct 06 1995,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,9,5.9,23370,1995
Star Trek: The Motion Picture,82258456,139000000,NA,35000000,Dec 07 1979,PG,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,Robert Wise,48,6.2,25454,1979
Stand by Me,52287414,52287414,NA,8000000,Aug 08 1986,(Missing),NA,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Rob Reiner,94,8.2,90143,1986
Stone Cold,9286314,9286314,NA,25000000,May 17 1991,R,NA,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,NA,29,4.6,52,1991
Street Fighter,33423000,99423000,NA,35000000,Dec 23 1994,PG-13,NA,Universal,Based on Game,Action,Contemporary Fiction,NA,13,3.3,25407,1994
The Sting,159616327,159616327,NA,5500000,Dec 25 1973,(Missing),NA,Universal,Original Screenplay,(Missing),Historical Fiction,George Roy Hill,91,8.4,65866,1973
Stripes,85300000,85300000,NA,10000000,Jun 26 1981,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,88,6.8,19618,1981
Striptease,32773011,32773011,NA,50000000,Jun 28 1996,R,115,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Andrew Bergman,12,3.9,18012,1996
Strangers on a Train,7000000,7000000,NA,1200000,Jul 03 1951,PG,NA,Warner Bros.,NA,(Missing),NA,Alfred Hitchcock,98,8.3,34284,1951
Sugar Hill,18272447,18272447,NA,10000000,Feb 25 1994,R,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,22,5.3,1627,1994
Stiff Upper Lips,69582,69582,NA,5700000,Aug 27 1999,(Missing),NA,Cowboy Pictures,NA,(Missing),NA,NA,29,6.1,543,1999
Sands of Iwo Jima,7800000,7800000,NA,1000000,Dec 31 1948,(Missing),NA,NA,NA,(Missing),NA,NA,100,7.1,4160,1948
The Spy Who Loved Me,46800000,185400000,NA,14000000,Jul 13 1977,(Missing),NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,NA,78,7.1,24938,1977
Swingers,4505922,6542637,NA,200000,Oct 18 1996,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86,6.2,431,1996
Snow White and the Seven Dwarfs,184925485,184925485,NA,1488000,Dec 21 2037,(Missing),NA,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,NA,97,7.8,38141,2037
The Sweet Hereafter,4306697,4306697,NA,5000000,Oct 10 1997,R,NA,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,100,7.8,16280,1997
She Wore a Yellow Ribbon,5400000,5400000,NA,1600000,Dec 31 1948,(Missing),NA,NA,NA,(Missing),NA,John Ford,100,7.3,5825,1948
Sex with Strangers,247740,247740,NA,1100000,Feb 22 2002,Not Rated,NA,NA,Based on Real Life Events,Documentary,Factual,NA,39,5,151,2002
Spy Hard,26936265,26936265,NA,18000000,May 24 1996,PG-13,81,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,7,4.7,12682,1996
The Age of Innocence,32014993,32014993,NA,34000000,Sep 17 1993,(Missing),NA,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81,7.1,16000,1993
Talk Radio,3468572,3468572,NA,4000000,Dec 01 1988,(Missing),NA,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,80,7,5659,1988
The Texas Chainsaw Massacre,26572439,26572439,NA,140000,Oct 18 1974,R,NA,New Line,NA,Horror,NA,Tobe Hooper,90,6.1,39172,1974
The Texas Chainsaw Massacre 2,8025872,8025872,NA,4700000,Aug 22 1986,(Missing),NA,Cannon,Remake,Horror,Contemporary Fiction,Tobe Hooper,43,5.1,7702,1986
Timecop,44853581,102053581,NA,28000000,Sep 16 1994,R,NA,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47,5.5,16570,1994
Tin Cup,53854588,75854588,NA,45000000,Aug 16 1996,R,105,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69,6.1,17274,1996
Torn Curtain,13000000,13000000,NA,3000000,Jul 16 1966,(Missing),NA,NA,NA,(Missing),NA,Alfred Hitchcock,81,6.6,8670,1966
To Die For,21284514,27688744,NA,20000000,Sep 27 1995,R,NA,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87,6.8,18459,1995
Terror Train,8000000,8000000,NA,3500000,Dec 31 1979,(Missing),NA,NA,NA,(Missing),NA,Roger Spottiswoode,33,5.5,2479,1979
Teen Wolf Too,7888000,7888000,NA,3000000,Nov 20 1987,(Missing),NA,Atlantic,Original Screenplay,Comedy,Fantasy,NA,14,2.8,5207,1987
The Fan,18582965,18582965,NA,55000000,Aug 16 1996,R,117,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Tony Scott,40,5.6,20640,1996
Timber Falls,0,0,NA,2600000,Dec 07 2007,R,NA,Slowhand Cinema,Original Screenplay,Horror,Contemporary Fiction,NA,38,5.3,2213,2007
Tank Girl,4064333,4064333,NA,25000000,Mar 01 1995,R,NA,MGM,Based on Comic/Graphic Novel,Action,Science Fiction,NA,42,4.7,10772,1995
Top Gun,176786701,353786701,NA,15000000,May 16 1986,(Missing),NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45,6.5,80013,1986
Thunderball,63600000,141200000,NA,9000000,Dec 29 1965,(Missing),NA,MGM,Based on Book/Short Story,Action,NA,NA,91,7,27245,1965
The Craft,24769466,55669466,NA,15000000,May 03 1996,R,100,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Andrew Fleming,45,5.9,21130,1996
It Happened One Night,2500000,2500000,NA,325000,Dec 31 1933,(Missing),NA,NA,NA,Romantic Comedy,NA,Frank Capra,97,8.3,25074,1933
The Net,50621733,110521733,NA,22000000,Jul 28 1995,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,NA,33,5.6,24363,1995
They Live,13000000,13000000,NA,4000000,Nov 04 1988,(Missing),NA,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88,7,20995,1988
Tales from the Hood,11784569,11784569,NA,6000000,May 24 1995,R,NA,Savoy,Original Screenplay,Horror,Contemporary Fiction,NA,33,5.8,1860,1995
Time Bandits,37400000,37400000,NA,12000000,Nov 06 1981,(Missing),NA,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94,6.9,22719,1981
Tombstone,56505000,56505000,NA,25000000,Dec 25 1993,R,NA,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77,7.7,43688,1993
Time Changer,1500711,1500711,NA,825000,Oct 25 2002,PG,NA,Five & Two Pictures,Original Screenplay,Drama,Fantasy,NA,22,5,1029,2002
Teenage Mutant Ninja Turtles III,42273609,42273609,NA,21000000,Mar 19 1993,(Missing),NA,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,NA,30,4.3,9064,1993
Tango & Cash,63408614,63408614,NA,55000000,Dec 22 1989,(Missing),NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrei Konchalovsky,39,5.8,25248,1989
Topaz,6000000,6000000,NA,4000000,Dec 19 1969,(Missing),NA,Universal,NA,(Missing),NA,Alfred Hitchcock,71,6.2,6389,1969
Taps,35856053,35856053,NA,14000000,Dec 09 1981,(Missing),NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Harold Becker,79,6.5,6515,1981
Trainspotting,16501785,24000785,NA,3100000,Jul 19 1996,R,94,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89,8.2,150483,1996
The Train,6800000,6800000,NA,5800000,Mar 07 1965,(Missing),NA,NA,NA,(Missing),NA,John Frankenheimer,83,7.8,4692,1965
Troop Beverly Hills,7190505,7190505,NA,18000000,Mar 22 1989,(Missing),NA,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,NA,8,4.7,3427,1989
True Lies,146282411,365300000,NA,100000000,Jul 15 1994,R,NA,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69,7.2,80581,1994
Terminator 2: Judgment Day,204859496,516816151,NA,100000000,Jul 02 1991,R,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,James Cameron,98,8.5,237477,1991
The Terminator,38019031,78019031,NA,6400000,Oct 26 1984,(Missing),NA,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100,8.1,179606,1984
Tremors,16667084,16667084,NA,10000000,Jan 19 1990,(Missing),NA,Universal,Original Screenplay,Action,Science Fiction,NA,88,7.2,29840,1990
True Romance,12281000,12281000,NA,12500000,Sep 10 1993,(Missing),NA,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91,7.9,73829,1993
Tron,26918576,26918576,NA,17000000,Jul 09 1982,(Missing),NA,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,NA,68,2.9,923,1982
Trapeze,14400000,14400000,NA,4000000,Dec 31 1955,(Missing),NA,NA,NA,(Missing),NA,NA,60,6.7,1570,1955
Things to Do in Denver when You're Dead,529766,529766,NA,15000000,Dec 01 1995,R,NA,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,NA,33,6.6,12789,1995
A Time to Kill,108766007,152266007,NA,40000000,Jul 24 1996,R,150,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,68,7.1,38577,1996
Total Recall,119394839,261400000,NA,65000000,Jun 01 1990,(Missing),NA,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81,7.4,70355,1990
Tootsie,177200000,177200000,NA,15000000,Dec 17 1982,(Missing),NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87,7.4,31669,1982
That Thing You Do!,25857416,31748615,NA,2500000,Oct 04 1996,PG,110,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Tom Hanks,92,6.7,25916,1996
The Trouble With Harry,7000000,7000000,NA,1200000,Oct 03 1955,(Missing),NA,Paramount Pictures,NA,(Missing),NA,Alfred Hitchcock,89,7.2,11580,1955
Twister,241888385,495900000,NA,88000000,May 10 1996,PG-13,117,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57,6,61665,1996
Taxi Driver,21100000,21100000,NA,1000000,Feb 08 1976,(Missing),NA,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Martin Scorsese,98,8.6,155774,1976
Toy Story,191796233,361948825,NA,30000000,Nov 22 1995,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.2,151143,1995
Twilight Zone: The Movie,29500000,29500000,NA,10000000,Jun 24 1983,(Missing),NA,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67,6.3,12054,1983
Unforgettable,2483790,2483790,NA,18000000,Feb 23 1996,R,NA,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23,5.7,2284,1996
UHF,6157157,6157157,NA,5000000,Jul 21 1989,(Missing),NA,NA,NA,(Missing),NA,NA,55,6.6,12676,1989
Ulee's Gold,9054736,15600000,NA,2700000,Jun 13 1997,R,NA,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,94,7,4041,1997
Under Siege 2: Dark Territory,50024083,104324083,NA,60000000,Jul 14 1995,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,34,5.1,15218,1995
The Untouchables,76270454,76270454,NA,25000000,Jun 03 1987,(Missing),NA,Paramount Pictures,Based on TV,Action,Dramatization,Brian De Palma,81,8,86097,1987
Vampire in Brooklyn,19637147,19637147,NA,14000000,Oct 27 1995,R,NA,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11,4.3,8200,1995
The Verdict,53977250,53977250,NA,16000000,Dec 08 1982,(Missing),NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Sidney Lumet,96,7.7,10864,1982
Virtuosity,23998226,23998226,NA,30000000,Aug 04 1995,R,NA,Paramount Pictures,Original Screenplay,Action,Science Fiction,NA,34,5.3,11079,1995
A View to a Kill,50327960,152627960,NA,30000000,May 24 1985,(Missing),NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,39,6.1,23770,1985
A Walk on the Moon,4741987,4741987,NA,14000000,Mar 26 1999,R,NA,Miramax,Original Screenplay,Drama,Historical Fiction,Tony Goldwyn,74,6.4,4125,1999
The Work and the Glory,3347647,3347647,NA,7500000,Nov 24 2004,PG,NA,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,NA,17,6,531,2004
Who Framed Roger Rabbit?,154112492,351500000,NA,70000000,Jun 22 1988,(Missing),NA,Walt Disney Pictures,Based on Book/Short Story,Comedy,Fantasy,Robert Zemeckis,98,7.6,53541,1988
White Squall,10229300,10229300,NA,38000000,Feb 02 1996,PG-13,NA,Walt Disney Pictures,Based on Real Life Events,Adventure,Dramatization,Ridley Scott,63,6.4,8385,1996
What's Eating Gilbert Grape,9170214,9170214,NA,11000000,Dec 25 1993,(Missing),NA,Paramount Pictures,NA,Drama,NA,Lasse Hallstrom,88,7.8,51219,1993
The Wiz,13000000,13000000,NA,24000000,Oct 24 1978,(Missing),NA,NA,NA,Musical,NA,Sidney Lumet,37,4.5,4896,1978
Walking and Talking,1287480,1615787,NA,1000000,Jul 17 1996,R,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,86,6.5,1756,1996
The Wild Bunch,509424,509424,NA,6000000,Jun 18 1969,(Missing),NA,Warner Bros.,Original Screenplay,Western,Historical Fiction,Sam Peckinpah,97,8.2,31196,1969
Wall Street,43848100,43848100,NA,15000000,Dec 11 1987,(Missing),NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,78,7.3,35454,1987
The Wrong Man,2000000,2000000,NA,1200000,Dec 23 1956,(Missing),NA,Warner Bros.,NA,(Missing),NA,Alfred Hitchcock,89,7.5,7531,1956
Wings,NA,NA,NA,2000000,Aug 12 2027,(Missing),NA,NA,NA,(Missing),NA,NA,96,7.9,3035,2027
We're No Angels,10555348,10555348,NA,20000000,Dec 15 1989,(Missing),NA,Paramount Pictures,Based on Play,Comedy,Contemporary Fiction,Neil Jordan,50,5.6,7839,1989
Wolf,65011757,131011757,NA,70000000,Jun 17 1994,R,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Mike Nichols,60,6,20035,1994
Warriors of Virtue,6448817,6448817,NA,35000000,May 02 1997,PG,NA,MGM,Original Screenplay,Action,Contemporary Fiction,Ronny Yu,10,4,1202,1997
War and Peace,12500000,12500000,NA,6000000,Dec 31 1955,PG,NA,NA,NA,(Missing),NA,King Vidor,50,6.8,2923,1955
West Side Story,43700000,43700000,NA,6000000,Oct 18 1961,(Missing),NA,NA,NA,(Missing),NA,Robert Wise,92,7.7,29488,1961
Witness,65532576,65532576,NA,12000000,Feb 08 1985,(Missing),NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Peter Weir,94,7.6,30460,1985
Waterworld,88246220,264246220,NA,175000000,Jul 28 1995,PG-13,NA,Universal,Original Screenplay,Action,Science Fiction,Kevin Reynolds,42,5.7,54126,1995
Willy Wonka & the Chocolate Factory,4000000,4000000,NA,3000000,Jun 30 1971,(Missing),NA,NA,NA,(Missing),NA,NA,90,7.8,46824,1971
Wayne's World,121697323,183097323,NA,20000000,Feb 14 1992,PG-13,NA,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Penelope Spheeris,84,6.9,42570,1992
Wyatt Earp,25052000,25052000,NA,63000000,Jun 24 1994,PG-13,NA,Warner Bros.,Based on Real Life Events,Western,Dramatization,Lawrence Kasdan,42,6.4,15614,1994
Executive Decision,56679192,122079192,NA,55000000,Mar 15 1996,R,132,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,65,6.3,18569,1996
Exodus,21750000,21750000,NA,4000000,Jan 01 1960,(Missing),NA,NA,NA,(Missing),NA,NA,67,6.8,3546,1960
The Exorcist,204632868,402500000,NA,12000000,Dec 26 1973,R,NA,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,William Friedkin,84,8.1,103131,1973
Extreme Measures,17378193,17378193,NA,38000000,Sep 27 1996,R,117,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Michael Apted,55,5.9,8038,1996
You Can't Take It With You,4000000,4000000,NA,1644000,Dec 31 1937,(Missing),NA,NA,NA,(Missing),NA,Frank Capra,96,8,8597,1937
Young Guns,44726644,44726644,NA,13000000,Aug 12 1988,(Missing),NA,20th Century Fox,Original Screenplay,Western,Historical Fiction,NA,40,6.6,21404,1988
Young Frankenstein,86300000,86300000,15500333,2800000,Dec 15 1974,(Missing),NA,20th Century Fox,NA,(Missing),NA,Mel Brooks,93,8,57106,1974
Yentl,39012241,39012241,NA,12000000,Nov 18 1983,(Missing),NA,MGM/UA Classics,Based on Book/Short Story,Musical,NA,Barbra Streisand,71,6.2,4952,1983
You Only Live Twice,43100000,111600000,NA,9500000,Jun 13 1967,(Missing),NA,MGM,Based on Book/Short Story,Action,NA,NA,70,7,24701,1967
Young Sherlock Holmes,19739000,19739000,NA,18000000,Dec 04 1985,(Missing),NA,Paramount Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Barry Levinson,63,6.5,7293,1985
102 Dalmatians,66941559,66941559,NA,85000000,Nov 22 2000,G,100,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Kevin Lima,30,4.4,7147,2000
"10,000 B.C.",94784201,269065678,27044045,105000000,Mar 07 2008,PG-13,NA,Warner Bros.,Original Screenplay,Adventure,Historical Fiction,Roland Emmerich,9,5.8,134,2008
10th & Wolf,54702,54702,NA,8000000,Aug 18 2006,Not Rated,NA,ThinkFilm,Based on Real Life Events,Drama,Dramatization,Robert Moresco,19,6.3,3655,2006
Cloverfield,80048433,170764033,29180398,25000000,Jan 18 2008,PG-13,NA,Paramount Pictures,Original Screenplay,Action,Science Fiction,Matt Reeves,76,7.4,136068,2008
12 Rounds,12234694,18184083,8283859,20000000,Mar 27 2009,PG-13,108,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,28,5.4,8914,2009
1408,71985628,128529299,49668544,22500000,Jun 22 2007,PG-13,102,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,NA,78,6.9,72913,2007
15 Minutes,24375436,56331864,NA,42000000,Mar 09 2001,R,120,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,32,6.1,25566,2001
16 Blocks,36895141,65595141,17523555,45000000,Mar 03 2006,PG-13,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,55,6.7,41207,2006
First Daughter,9055010,10419084,NA,30000000,Sep 24 2004,PG,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Forest Whitaker,8,4.7,6839,2004
2012,166112167,766812167,50736023,200000000,Nov 13 2009,PG-13,158,Sony Pictures,Original Screenplay,Action,Science Fiction,Roland Emmerich,39,6.2,396,2009
21,81159365,157852532,25789928,35000000,Mar 21 2008,PG-13,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Robert Luketic,35,6.7,60918,2008
21 Grams,16248701,60448701,NA,20000000,Nov 21 2003,R,NA,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Alejandro Gonzalez Inarritu,81,7.9,77910,2003
25th Hour,13084595,23928503,NA,4500000,Dec 19 2002,R,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Spike Lee,78,7.9,58781,2002
28 Days,37035515,62063972,NA,43000000,Apr 14 2000,PG-13,103,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Betty Thomas,30,5.8,17937,2000
28 Days Later...,45064915,82719885,NA,15000000,Jun 27 2003,R,113,Fox Searchlight,Original Screenplay,Horror,Science Fiction,Danny Boyle,89,7.6,103525,2003
Two Brothers,18947630,39925603,NA,72000000,Jun 25 2004,PG,NA,Universal,Original Screenplay,Drama,Kids Fiction,Jean-Jacques Annaud,77,6,127,2004
Cop Out,44875481,44875481,11433110,37000000,Feb 26 2010,R,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,19,5.7,16520,2010
Secondhand Lions,42023715,47855342,NA,30000000,Sep 19 2003,PG,111,New Line,Original Screenplay,Drama,Historical Fiction,NA,60,7.5,19040,2003
Two Can Play That Game,22235901,22391450,NA,13000000,Sep 07 2001,R,91,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,43,5.6,2370,2001
Two Weeks Notice,93354918,199043309,NA,60000000,Dec 20 2002,PG-13,110,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,42,5.8,35515,2002
300,210614939,456068181,261252400,60000000,Mar 09 2007,R,117,Warner Bros.,Based on Comic/Graphic Novel,Action,Historical Fiction,Zack Snyder,60,7.8,235508,2007
30 Days of Night,39568996,75066323,26908243,30000000,Oct 19 2007,R,NA,Sony Pictures,Based on Comic/Graphic Novel,Horror,Fantasy,NA,49,6.6,52518,2007
Three Kings,60652036,107752036,NA,48000000,Oct 01 1999,R,115,Warner Bros.,Original Screenplay,Action,Historical Fiction,David O. Russell,94,7.3,68726,1999
3000 Miles to Graceland,15738632,18708848,NA,62000000,Feb 23 2001,R,NA,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,NA,14,5.6,20094,2001
3:10 to Yuma,53606916,69791889,51359371,48000000,Sep 02 2007,R,117,Lionsgate,Remake,Western,Historical Fiction,James Mangold,89,7.9,98355,2007
